finding_id,finding_kind,timestamp,short_title,problem_statement,state,owner_issue,owner_issue_title,proof_requirement,source_artifact,source_evidence_ref,notes,evidence_links
C167,narrated,00:22:58.880,bubbled up as its own thing.,bubbled up as its own thing.,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C167,Inventory is still nested inside Operations rather than being a first-class workspace.,
C168,narrated,00:23:07.630,And then actions from there.,And then actions from there.,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C168,Inventory is still nested inside Operations rather than being a first-class workspace.,
C169,narrated,00:23:18.420,"This looks really messy right now, it's confusing.","This looks really messy right now, it's confusing.",open,TER-702,Operations chrome compression,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C169,No current evidence packet has yet closed this row.,
C170,narrated,00:23:22.570,Like this a drop-down.,Like this a drop-down.,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C170,No current evidence packet has yet closed this row.,
C171,narrated,00:23:24.820,Because right now like it's like why?,Because right now like it's like why?,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C171,No current evidence packet has yet closed this row.,
C172,narrated,00:23:26.970,That doesn't work anyway. But um,That doesn't work anyway. But um,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C172,No current evidence packet has yet closed this row.,
C173,narrated,00:23:29.720,"Yeah, update the status via drop-down on these different things.","Yeah, update the status via drop-down on these different things.",open,TER-699,Shipping vocabulary simplification,status mapping artifact plus browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C173,No current evidence packet has yet closed this row.,
C174,narrated,00:23:42.620,This shouldn't just be about,This shouldn't just be about,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C174,No current evidence packet has yet closed this row.,
C175,narrated,00:23:45.140,"No this shouldn't, receive and receive. This should, you shouldn't ha...","No this shouldn't, receive and receive. This should, you shouldn't have to put in your own things. This should basically be uh attached to purchase orders and you come in and you can select the supplier and then see the open purchase orders that haven't been through receiving yet and then yeah you should basically be able to",partial,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C175,"PO-driven receiving handoff exists and is browser-proven, but the full receiving lifecycle is not yet closed.",
C176,narrated,00:24:13.652,you have all the line items,you have all the line items,partial,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C176,"PO-driven receiving handoff exists and is browser-proven, but the full receiving lifecycle is not yet closed.",
C177,narrated,00:24:22.802,"Yeah, it should just like you should be able to confirm them should a...","Yeah, it should just like you should be able to confirm them should also be able to change",partial,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C177,"PO-driven receiving handoff exists and is browser-proven, but editable variance handling is not yet fully closed.",
C178,narrated,00:24:31.452,anything about any of the line items that should flow through the res...,anything about any of the line items that should flow through the rest of the system obviously if you do change it like sometimes you know they'll,partial,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C178,"PO-driven receiving handoff exists and is browser-proven, but editable variance handling is not yet fully closed.",
C179,narrated,00:24:38.644,Maybe drop off not enough or you know you might need to reject a unit...,Maybe drop off not enough or you know you might need to reject a unit or two or something like that so all that should be in receiving not like creating new items or something because the only time you ever do receiving is after there's already some sort of purchase order.,partial,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C179,"PO-driven receiving handoff exists and is browser-proven, but editable variance handling is not yet fully closed.",
C180,narrated,00:25:04.372,Which I guess you should be able to do from here.,Which I guess you should be able to do from here.,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C180,No current evidence packet has yet closed this row.,
C181,narrated,00:25:07.722,Let's create a purchase order too just in case,Let's create a purchase order too just in case,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C181,No current evidence packet has yet closed this row.,
C182,narrated,00:25:12.272,This looks like the old UI in US and again like this is stuck in ther...,This looks like the old UI in US and again like this is stuck in there for some reason,open,TER-700,Shipping truthfulness and stale filters,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C182,Shipping false-empty/stale-state behavior is still open.,
C183,narrated,00:25:27.422,You can't do anything,You can't do anything,partial,TER-701,Shipping operator proof,role-aware browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C183,"Shipping actions exist, but role-aware end-to-end proof is still missing.",
C184,narrated,00:25:30.672,Market's ready for payment.,Market's ready for payment.,open,TER-699,Shipping vocabulary simplification,status mapping artifact plus browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C184,Shipping vocabulary still shows invalid operator-facing language.,
C185,narrated,00:25:31.972,Don't do that,Don't do that,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C185,No current evidence packet has yet closed this row.,
C186,narrated,00:25:34.676,That shouldn't be right.,That shouldn't be right.,open,TER-703,Inventory first-class workspace,browser replay plus route/IA proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C186,No current evidence packet has yet closed this row.,
C187,narrated,00:25:35.526,That is like shipping.,That is like shipping.,open,TER-699,Shipping vocabulary simplification,status mapping artifact plus browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C187,Shipping lifecycle terminology still needs simplification.,
C188,narrated,00:25:46.526,"Yeah, basically like you should be able to pack them and then once yo...","Yeah, basically like you should be able to pack them and then once you have them all packed,",partial,TER-701,Shipping operator proof,role-aware browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C188,"Shipping actions exist, but role-aware end-to-end proof is still missing.",
C189,narrated,00:25:53.776,you can just click ready,you can just click ready,partial,TER-701,Shipping operator proof,role-aware browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C189,"Shipping actions exist, but role-aware end-to-end proof is still missing.",
C190,narrated,00:26:01.326,for shipping and then,for shipping and then,partial,TER-701,Shipping operator proof,role-aware browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C190,"Shipping actions exist, but role-aware end-to-end proof is still missing.",
C191,narrated,00:26:04.564,And that should be,And that should be,partial,TER-701,Shipping operator proof,role-aware browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C191,"Shipping actions exist, but role-aware end-to-end proof is still missing.",
C192,narrated,00:26:08.364,"Oh yeah, like get rid of these and just, it should be pending,","Oh yeah, like get rid of these and just, it should be pending,",open,TER-699,Shipping vocabulary simplification,status mapping artifact plus browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C192,Shipping vocabulary simplification remains open.,
C193,narrated,00:26:12.014,partial,partial,open,TER-699,Shipping vocabulary simplification,status mapping artifact plus browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C193,Shipping vocabulary simplification remains open.,
C194,narrated,00:26:17.064,and then ready and then shipped.,and then ready and then shipped.,open,TER-699,Shipping vocabulary simplification,status mapping artifact plus browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C194,Shipping vocabulary simplification remains open.,
C195,narrated,00:26:43.124,"Okay. Well, it's cool. Um yeah, but that doesn't do anything. And the...","Okay. Well, it's cool. Um yeah, but that doesn't do anything. And then it almost always can be uploaded, not taken on the spot.",open,TER-707,Photography camera/upload fallback,browser replay under denied camera plus upload fallback,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C195,Camera/upload fallback remains open.,
C196,narrated,00:27:28.148,"This doesn't do anything. This is yeah, I don't know what the hell. S...","This doesn't do anything. This is yeah, I don't know what the hell. Sample management should basically just be tracking all the samples that are out and then um",open,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C196,Simplified samples model remains open.,
C197,narrated,00:27:42.048,"Yeah, create a new sample.","Yeah, create a new sample.",open,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C197,Simplified samples model remains open.,
C198,narrated,00:27:45.898,"This should be searched. Oh,","This should be searched. Oh,",open,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C198,Simplified samples model remains open.,
C199,narrated,00:27:47.898,yeah.,yeah.,rejected with evidence,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C199,Transcript filler or acknowledgment without a separate product request.,
C200,narrated,00:27:58.612,"Due date, I mean, it should be either a date or just drop down of lik...","Due date, I mean, it should be either a date or just drop down of like how many days, and then really the only other option, there should be no like approval thing here. It should just be like samples are out,",open,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C200,Simplified samples model remains open.,
C201,narrated,00:28:12.512,samples return.,samples return.,open,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C201,Simplified samples model remains open.,
C202,narrated,00:28:15.112,"And when they're out they obviously get deducted from inventory, you ...","And when they're out they obviously get deducted from inventory, you know, all the things when they're back, just gets reversed back into inventory.",open,TER-704,Simplified samples model,state-model mapping plus test proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C202,Simplified samples model remains open.,
C203,narrated,00:28:38.964,It's so busy.,It's so busy.,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C203,Photography queue simplification remains open.,
C204,narrated,00:28:45.314,Same thing here.,Same thing here.,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C204,Photography queue simplification remains open.,
C205,narrated,00:28:46.464,You need to be able to edit all this.,You need to be able to edit all this.,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C205,Photography queue simplification remains open.,
C206,narrated,00:28:51.914,"Okay, so this is good in terms of like what it's enabling,","Okay, so this is good in terms of like what it's enabling,",open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C206,Photography queue simplification remains open.,
C207,narrated,00:28:57.264,but it is incredibly confusing to look at right now.,but it is incredibly confusing to look at right now.,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C207,Photography queue simplification remains open.,
C208,narrated,00:29:01.814,"We'd also talked about making it more of a spreadsheet intake process,","We'd also talked about making it more of a spreadsheet intake process,",open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C208,Photography queue simplification remains open.,
C209,narrated,00:29:06.064,which I'm not sure it's like.,which I'm not sure it's like.,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C209,Photography queue simplification remains open.,
C210,narrated,00:29:09.524,all of the action types and everything for the most part I think are ...,all of the action types and everything for the most part I think are actually contained within here like we talked about but in terms of the actual UI of it it's so confusing so,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C210,Photography queue simplification remains open.,
C211,narrated,00:29:26.624,that needs to be dramatically simplified and yeah I would still reall...,that needs to be dramatically simplified and yeah I would still really just like this to be much more of just like the spreadsheet view,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C211,Photography queue simplification remains open.,
C212,narrated,00:29:36.788,"Or not best spreadsheet view,","Or not best spreadsheet view,",rejected with evidence,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C212,Clarifying phrase only.,
C213,narrated,00:29:38.288,but like a spreadsheet view like again like think about linear and li...,but like a spreadsheet view like again like think about linear and linear would never have something this complicated pop up right below this and like purchase orders are a pretty big component of what they do and so this needs to be just like very efficient.,open,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C213,Photography queue simplification remains open.,
C214,narrated,00:29:54.238,Look back through kind of all the feedback and all the work that's be...,Look back through kind of all the feedback and all the work that's been done and just see if something maybe hasn't,partial,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C214,Ownership audit requirement captured; design may already be partly built or unwired.,
C215,narrated,00:30:00.000,been hooked up and then some of the additions that we made to it ende...,been hooked up and then some of the additions that we made to it ended up getting layered onto like the old UI I'm not sure I don't want to lose any of the feature functionality but I do definitely want to make sure that we're aligned on the UI and UX and I don't want you to just duplicate work that's already been done but rather check to see if there's just like,partial,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C215,Ownership audit requirement captured; design may already be partly built or unwired.,
C216,narrated,00:30:26.036,undeployed or like unwired in or it's already been done and then you ...,undeployed or like unwired in or it's already been done and then you need to layer on the new features on top or whether it just needs to be totally redone i'm not sure yet okay,partial,TER-706,Photography queue redesign,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C216,Ownership audit requirement captured; design may already be partly built or unwired.,
C217,narrated,00:30:39.686,um for accounting first of all these are like just messy as hell um a...,um for accounting first of all these are like just messy as hell um and there should be two just big buttons,open,TER-708,Accounting quick-action landing,browser before/after on staging,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C217,Accounting landing quick-action restructure remains open.,
C218,narrated,00:30:51.028,"Yeah, these quick actions should be at the top.","Yeah, these quick actions should be at the top.",open,TER-708,Accounting quick-action landing,browser before/after on staging,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C218,Accounting landing quick-action restructure remains open.,
C219,narrated,00:30:59.228,This is just confusing.,This is just confusing.,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C219,Finance hierarchy cleanup remains open.,
C220,narrated,00:31:16.828,"That's fine for these to be there,","That's fine for these to be there,",rejected with evidence,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C220,Acknowledgement that some finance controls may stay; not a standalone defect.,
C221,narrated,00:31:18.228,but then the quick actions right below.,but then the quick actions right below.,open,TER-708,Accounting quick-action landing,browser before/after on staging,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C221,Accounting landing quick-action restructure remains open.,
C222,narrated,00:31:20.444,Um,Um,rejected with evidence,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C222,Filler only.,
C223,narrated,00:31:33.044,It's all just,It's all just,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C223,Finance hierarchy cleanup remains open.,
C224,narrated,00:31:34.544,like doesn't make good use of space,like doesn't make good use of space,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C224,Finance hierarchy cleanup remains open.,
C225,narrated,00:31:37.794,and the spacing's different for different it's just really poorly des...,and the spacing's different for different it's just really poorly designed right now.,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C225,Finance hierarchy cleanup remains open.,
C226,narrated,00:31:51.412,Not totally sure what this,Not totally sure what this,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C226,Finance terminology cleanup remains open.,
C227,narrated,00:31:54.812,"channel ledger, I guess. I mean,","channel ledger, I guess. I mean,",open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C227,Finance terminology cleanup remains open.,
C228,narrated,00:31:57.012,"she just be able to go under the transaction and just undo it, want t...","she just be able to go under the transaction and just undo it, want to change it.",open,TER-708,Accounting quick-action landing,browser before/after on staging,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C228,Finance transaction-correction path remains open.,
C229,narrated,00:32:04.612,This is this seems overly complicated.,This is this seems overly complicated.,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C229,Finance hierarchy cleanup remains open.,
C230,narrated,00:32:18.164,Oh why why there are two things here that like these are doubled up.,Oh why why there are two things here that like these are doubled up.,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C230,Finance hierarchy cleanup remains open.,
C231,narrated,00:32:27.514,So this shouldn't be issuing credits.,So this shouldn't be issuing credits.,open,TER-709,Credit capacity vs adjustments semantics,browser replay plus terminology proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C231,Credit semantics cleanup remains open.,
C232,narrated,00:32:31.414,Should just be managing,Should just be managing,open,TER-709,Credit capacity vs adjustments semantics,browser replay plus terminology proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C232,Credit semantics cleanup remains open.,
C233,narrated,00:32:35.164,client credits.,client credits.,open,TER-709,Credit capacity vs adjustments semantics,browser replay plus terminology proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C233,Credit semantics cleanup remains open.,
C234,narrated,00:32:41.564,Yeah. Like credit is in how much,Yeah. Like credit is in how much,open,TER-709,Credit capacity vs adjustments semantics,browser replay plus terminology proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C234,Credit semantics cleanup remains open.,
C235,narrated,00:32:45.044,um purchasing,um purchasing,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C235,No current evidence packet has yet closed this row.,
C236,narrated,00:32:48.794,power are we going to loan them not like all right let's give them a ...,power are we going to loan them not like all right let's give them a credit back yeah good will yeah like no um this,open,TER-709,Credit capacity vs adjustments semantics,browser replay plus terminology proof,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C236,No current evidence packet has yet closed this row.,
C237,narrated,00:33:01.694,is also probably,is also probably,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C237,No current evidence packet has yet closed this row.,
C238,narrated,00:33:13.652,"I don't know, someone needs to be the referral.","I don't know, someone needs to be the referral.",open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C238,No current evidence packet has yet closed this row.,
C239,narrated,00:33:18.152,like credits dashboard or something.,like credits dashboard or something.,open,TER-710,Finance hierarchy and dashboard-first credits,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C239,Finance information architecture cleanup remains open.,
C240,narrated,00:33:28.402,So it's fine for now.,So it's fine for now.,rejected with evidence,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C240,Context-setting or already-carried-forward note pending explicit replay reuse.,
C241,narrated,00:33:32.602,"Okay,","Okay,",rejected with evidence,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C241,Transcript filler or acknowledgment without a separate product request.,
C242,narrated,00:33:33.152,"lots of work to do, but at least that is a good start.","lots of work to do, but at least that is a good start.",rejected with evidence,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/video-feedback/2026-03-10-staging-feedback/04_timeline/comment_timeline.json,comment_timeline::C242,Context-setting or already-carried-forward note pending explicit replay reuse.,
V-SF-01,visual-only,08:02-08:08,Sales blank main panel,The Sales workspace renders a near-empty main panel while tabs remain visible.,partial,TER-698,Sales UI cleanup,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/reports/2026-03-10-staging-video-feedback-actionable-report.md,V-SF-01,"Explicit empty-state handling exists, but live populated-flow replay is still required.",
V-SF-02,visual-only,16:36,Relationships stale search token,Relationships opens with a stale search token and a false empty state.,closed with evidence,TER-690,Coverage ledger and baseline carry-forward,report cross-check,/Users/evan/spec-erp-docker/TERP/artifacts/reports/2026-03-10-staging-video-feedback-actionable-report.md,V-SF-02,Core stale filter persistence was removed on touched surfaces in the low-rebuild slice.,
V-SF-03,visual-only,23:26,Inventory raw query failure,Inventory exposes raw query failure details in the operator UI.,partial,TER-702,Operations chrome compression,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/reports/2026-03-10-staging-video-feedback-actionable-report.md,V-SF-03,"Operator-facing raw payload leakage was reduced, but a fresh live replay is still required.",
V-SF-04,visual-only,25:12,Shipping false empty state,Shipping shows counts but the list is effectively empty because stale query state survives.,open,TER-700,Shipping truthfulness and stale filters,browser replay,/Users/evan/spec-erp-docker/TERP/artifacts/reports/2026-03-10-staging-video-feedback-actionable-report.md,V-SF-04,Explorer audit still found persisted shipping filters without reset behavior.,
V-SF-05,visual-only,26:43,Photography camera failure toast,Photography upload flow falls back to a camera error toast without a clear recovery path.,open,TER-707,Photography camera/upload fallback,browser replay under denied camera plus upload fallback,/Users/evan/spec-erp-docker/TERP/artifacts/reports/2026-03-10-staging-video-feedback-actionable-report.md,V-SF-05,"Camera failure toast exists, but recovery UX and replay proof are still missing.",
